text,intent
help me see the status of purchase order number,track_order
i want to check in what cases can i request to be reimbursed,check_refund_policy
help to see purchase order number damn status,track_order
i cannot find the early termination chaarges,check_cancellation_fee
i need to change to the account category account how to do it?,switch_account
i want to get invoice 00108,get_invoice
how can i tfack purchase order number,track_order
wanna use the gold profile how can i do it,switch_account
i need help checking the early termination fees,check_cancellation_fee
i want help to enter a damn secondary delivery address,set_up_shipping_address
i want to check the options for shipping how to do it?,delivery_options
when will purchase order number arrive,track_order
help me talking with a live agent,contact_human_agent
need assistance to get the bill from person name,get_invoice
i have to edit the info included on my user can uhelp me,edit_account
what do i need to do to see order order number status?,track_order
can i check in which cases can i request a refund?,check_refund_policy
i need assistance correcting the user info,edit_account
i want to speak with customer esrvice,contact_customer_service
could uhelp me requesting a rebate of money,get_refund
help reporting fucking signup problems,registration_problems
i need to see in which cases can i ask for reimbursements,check_refund_policy
i want assistance to inform of a problem with online payment,payment_issue
uhave an address to send some feedback for a product,review
i do not know what i need to do to speak with somebody,contact_human_agent
could you help me to see the early exit fees?,check_cancellation_fee
i have to report a problem with payments,payment_issue
i have to check the options for shipping how could i do it?,delivery_options
i do not know what i have to do to cancel a account category account,delete_account
acn ushow me what payment payment modalities uaccept,check_payment_methods
i want help unsubscribing to your company newsletter,newsletter_subscription
i dont know whar i need to do to notify of signup errors,registration_problems
i want to write a comment about a product how can i do it?,review
i need assistance retrieving the damn pin code of my profile,recover_password
give me information about opening a account category account,create_account
i cannot pay for the last purchase i have made cancel it,cancel_order
could i check in what cases can i request reimbursements?,check_refund_policy
could uhelp me chat with somebody,contact_human_agent
want help switching some damn products of purchase order number,change_order
i do not know how i could cancel purchase order number,cancel_order
need to modify my delivery address,change_shipping_address
i need help to restore the access key of my user,recover_password
where can i download the invoice 85632,get_invoice
need help notifying of a signup error,registration_problems
i donot know what to do to demand a refund,get_refund
do you have a section to leave a comment for your company?,review
check whatr hours i can call customer support,contact_customer_service
need help chatting with a person,contact_human_agent
i dont know how to see oder order number status,track_order
how to switch a product of order order number?,change_order
i am calling to see how soon can i expect my damn delivery,delivery_period
i neee assistance to report problems with online payment,payment_issue
i need to send some feedback for a service how do i do it?,review
i dont know how to track my refund,track_refund
wanna purchase several products,place_order
i want assistance to write an opinion about a service,review
i cannot submit a secondary delivery address,set_up_shipping_address
help me to check the early exit few,check_cancellation_fee
could ya help me get a rebate of money,get_refund
swap several articles of purchase order number,change_order
want help signing up to the newsletter,newsletter_subscription
i am trying to see the et of the order order number,track_order
i do not know how to send feedback for your services,review
i need assistance to submit my feedback about your products,review
can you help me editing the damn data on my user?,edit_account
i do not know what to do to contact a damn operator,contact_human_agent
how do i remove some articles from purchase order number,change_order
need assistance to cancel orer order number,cancel_order
help me check what methods for delivery you offer,delivery_options
i want help to add an item to purchase order number,change_order
create new platinum account for daughter,create_account
i need to set up the new delivery address how to do it?,set_up_shipping_address
i am trying to find shipping periods could you help me?,delivery_period
where could i create a standard account for my daughter?,create_account
wanna sign up to the corporate newsletter can uhelp me,newsletter_subscription
wanna check how long refunds usuall take can ya help me,check_refund_policy
i have to contact customer assistance how can i do it?,contact_customer_service
need to check the bill from person name,check_invoice
need assistance locating purchase order number,track_order
i try tro subscribe to the newsletter,newsletter_subscription
i do not know how to request a compensation,get_refund
i have got to track my refund,track_refund
i need assistance to retrieve the pwd of my user profile,recover_password
i need to check the payment methods how to do it?,check_payment_methods
i do not know what i need to do to download invoice 85632,get_invoice
i have to notify of an issue with a signup,registration_problems
what do i need to do to delete a goddamn gold account?,delete_account
question about a lost pin,recover_password
assistance to swap several items of order order number,change_order
can ya help me seeing how long the delivery takes,delivery_period
can you help me resetting my key?,recover_password
clsoe account type account,delete_account
help me see what hours i can reach customer support,contact_customer_service
how do i make a customer complaint against your company?,complaint
question about the termination of my premium account,delete_account
i am trying to check the allowed payment methods,check_payment_methods
want help to see purchase order number status,track_order
i have to check how long it takes for my delivery to arrive,delivery_period
i dont know what i need to do to correct the personal info,edit_account
i dont know how i could leave a comment about your company,review
i do not know how to take a quick look at bill 85632,check_invoice
i cant check the eta of the purchase order number,track_order
could ya help me to cancel my newsletter suscription,newsletter_subscription
can you give me information about editing my address?,change_shipping_address
i have to create a platinum account help me,create_account
i try to talk with customer assistance,contact_customer_service
help me to see how soon can i expect my parcel,delivery_period
i do not knoww what i need to do to close the account type account,delete_account
need to check in which cases can i request an reimbursement,check_refund_policy
i need someone,contact_human_agent
i do not know how i can see hlw soon can i expect my package,delivery_period
show withdrawal fees,check_cancellation_fee
i want assistance seeing your payment options,check_payment_methods
how do i check what delivery methods are available,delivery_options
i do not know how to submit the new shipping address,set_up_shipping_address
i have to receive a reimbursement of money,get_refund
open nw account category account for daughter,create_account
were do i receive bloody compensations of my money,get_refund
what do i have to do to download bill 85632?,get_invoice
where can i locate bill 37777?,check_invoice
can you help me to update order order number?,change_order
i would like to see in which cases can i ask for refunds,check_refund_policy
i want help to switch something of order order number,change_order
i have got to write a review for ur company,review
i have problesm with my forgotten pwd,recover_password
were can i see how long it takes for my package to arrive?,delivery_period
where can i check the early termination penalty?,check_cancellation_fee
want help checking the early exit fee,check_cancellation_fee
can you give me information about editibg the address?,change_shipping_address
how do i switch several items of purchase order number?,change_order
help me to see what hours i can contact customer assistance,contact_customer_service
help me filing a complaint against your organization,complaint
i want information about the delivery methods,delivery_options
im trying to set another delivery address up,set_up_shipping_address
i have got to see what hours i can reach customer service,contact_customer_service
i want help to see what hours i can reach customer support,contact_customer_service
is it possible to check the eta of order order number,track_order
edit info on freemium account,edit_account
wanna remove something from order order number can ya hnelp me,change_order
want assistnace to cancel my account category account,delete_account
i cannot speak with an assistant,contact_human_agent
i forgot the fucking pass of my account i need to reset it,recover_password
i have a problem setting up my secondary shipping address,set_up_shipping_address
editing platinum account,edit_account
i have to check the withdrawal fees could you help me ?,check_cancellation_fee
correcting data on account category account,edit_account
can you help me to see the early exit fees?,check_cancellation_fee
what do i need to do to restore my user profile access key,recover_password
i want help contacting a person,contact_human_agent
i do not know how i can inform of issues with online payment,payment_issue
help me cancelling the account type account,delete_account
i have got to file an complaint,complaint
could you help me cancelling order order number ?,cancel_order
i try to correct order order number,change_order
report problems creating profile,registration_problems
the shipping address has changed how can i modify it,change_shipping_address
watn assistance removing a standard account,delete_account
how do i talk with somebody?,contact_human_agent
can uhelp me to locate order order number,track_order
aswistance buying a few of ur product,place_order
i want herlp to update order order number,change_order
how can i check how long it takes for the package to arrive?,delivery_period
what do i have to do to lodge a complaint?,complaint
i have got to talk to customer support can i get some help?,contact_customer_service
can i check thew status of my newsletter subscription,newsletter_subscription
where can i find information about my gold account deletion?,delete_account
i have got to check what delivery methods are there,delivery_options
i want assistance to lodge a claim,complaint
need assistance seeing how soon can i expect my article,delivery_period
help downloading the invoice 85632,get_invoice
edit account,edit_account
i paid currency symbolrefund amount for an item i need a compensation,get_refund
assistance to speak with an agent,contact_human_agent
help me informing of signup errors,registration_problems
i have a truble editing my shipping address,change_shipping_address
could you help me seeing when my parcel is going to arrive?,delivery_period
where is order order number?,track_order
how can i contact cusomer support?,contact_customer_service
lodging consumer complaint against ur business,complaint
help me request damn restitutions of money,get_refund
wanna see the payment methods help me,check_payment_methods
wanna update the details on my account,edit_account
i want to know about my company newsletter subscription,newsletter_subscription
can i check how long refunds usually take,check_refund_policy
notify of troubles with payment,payment_issue
i dont know what to do to chat with an agent,contact_human_agent
is it possible to see how soon can i expect my product?,delivery_period
i need assistance to cancel purchase order number,cancel_order
i dont know what i need to do to earn some items,place_order
i expect a compensation of currency symbolrefund amount was it processed already,track_refund
help checking the status of purchase order number,track_order
i ahve to report problems with signup,registration_problems
can you help me shop several of your product?,place_order
can ya help me change to the account type account,switch_account
changing info on freeaccount,edit_account
i haev issues correcting my address,change_shipping_address
i want help seeing my reimbursement status,track_refund
create standard account for wife,create_account
i need to speak to a person,contact_human_agent
issue setting up another delivery address,set_up_shipping_address
need help to see ur available payment methods,check_payment_methods
how to see the cancellation penalty,check_cancellation_fee
help me to obtain rebates of money,get_refund
i have problems setting up the new delivery address,set_up_shipping_address
can you help me checking the allowed payment modalities ?,check_payment_methods
tell me about updating the address,change_shipping_address
i have got to receive rebates,get_refund
directing to agent,contact_human_agent
will you tell me the available payment modalities?,check_payment_methods
where do i lodge a complaint against your business?,complaint
show me when my article is going to arrie,delivery_period
i need help informing of payment issues,payment_issue
i do not know how i can enter the new delivery address,set_up_shipping_address
want assistance talking to an assistant,contact_human_agent
problems setting the shipping address up,set_up_shipping_address
i have got to lodge a consumer claim,complaint
i expect a compensation of refund amount dollars,track_refund
i have got to contact customer support how can i do it,contact_customer_service
i have to unsubscribe to the company newsletter i need help,newsletter_subscription
where to check how long it takes for my article to arrive?,delivery_period
im trying to see the cancellation fee,check_cancellation_fee
i have to report issues with signup how to do it,registration_problems
help correcting the address,change_shipping_address
give me infrmation about my access key retrieval,recover_password
want assistance to see the shipping options,delivery_options
i want to inform of an issue with online payment,payment_issue
can you help me downloading my bill 85632?,get_invoice
i need assistance to talk to somebody,contact_human_agent
can you help me checking wha payment options you accept?,check_payment_methods
help to report registration errors,registration_problems
id like to list the fucking payment methods how do i do it,check_payment_methods
how do i edit purchase order number,change_order
help to shop a bloody product,place_order
i have to check what shipment options i can choose,delivery_options
ya have a free of charge number to reach customer service,contact_customer_service
where to demand my money back?,get_refund
i have got to request a restitution of my money,get_refund
change to standard acount,switch_account
help me canceling my account type account,delete_account
im trying to send my feedback for ur company,review
can you help me using the platinum profile?,switch_account
give me inormation about my subscription to your newsletter,newsletter_subscription
i want assistance asking for a reimbursement of my money,get_refund
is it possible to use the account type profile,switch_account
i want assistance to list ur available payment modalities,check_payment_methods
i want help to reset my bloody password,recover_password
i cannotcheck your money back policy,check_refund_policy
i need to retrieve my pin,recover_password
what do i have to do to request a restitution of money?,get_refund
can i submit a fucking new shipping address,set_up_shipping_address
want assistance to see your payment modalities,check_payment_methods
i have to correct order order number can you help me?,change_order
how can i see the status of my subscription to ur newsletter,newsletter_subscription
i have to get the bill 85632 will huelp me,get_invoice
someone stole my password help retrieving it,recover_password
creating new pro account,create_account
i need help checking how soon can i expect my shipment,delivery_period
can you help me correct my goddamn shipping address?,change_shipping_address
i need help talking to a live agent,contact_human_agent
wannaspeak with customer service can ya help me,contact_customer_service
i need assistance to unsubscribe to your newsletter,newsletter_subscription
need assistance reporting an error with a signup,registration_problems
i have to see how long i takes for my article to arrive,delivery_period
i cannot see order order number status,track_order
i want information about opening account category accounts,create_account
see bill 85632,check_invoice
help canceling my subscription to your newsletter,newsletter_subscription
i dont know what i have to do to remove a damn gold account,delete_account
where do i check the early exit charges?,check_cancellation_fee
i want assistance to sign up to your corporate newsletter,newsletter_subscription
i do not know what to do to create a gold account,create_account
whhere to see the allowed payment modalities,check_payment_methods
i want assistance checking order order number status,track_order
i cannot check the status of my newsletter subscription,newsletter_subscription
i want to see how long it takes for my order to arrive,delivery_period
help me get my bill from person name,get_invoice
need to edit the personal data could i get some help,edit_account
is it possible to restore my profile key?,recover_password
is it possible to obtain reimbursements of my money,get_refund
need to see at what time customer assistance avaialble is,contact_customer_service
i try to retrieve my profile access key,recover_password
i cant enter the secondary delivery address,set_up_shipping_address
i have got to check how long the shipment takes,delivery_period
create freemium account for wife,create_account
i paid refund amount dollars for an article i try to obtain a rebate,get_refund
i want assistance to download the bill from person name,get_invoice
i do not know how i can see the accepted payment options,check_payment_methods
the payment failed where do i notify of errors?,payment_issue
i missed an item in purchase order number could you add it?,change_order
i dont know what i need to do to order an item,place_order
there are problems setting another shipping address up,set_up_shipping_address
where to leave a fucking comment for your products?,review
i forgot my user profile pin could i recover it?,recover_password
i want assistance to submit another shipping address,set_up_shipping_address
how to use the pro profile,switch_account
can i contactcustomer assistance?,contact_customer_service
i want information about a forgotten pin code,recover_password
i do notknow what i have to do to get the bill 00108,get_invoice
need assistance to cancel my freemium account,delete_account
is it possible to obtaih rebates,get_refund
i want help to check if there is anything new on my rebate,track_refund
i dont want ordr order number could uhelp me cancel it,cancel_order
need help seeing my rebate status,track_refund
i have to acquire some of your article how to do it?,place_order
i want help solving a trouble with online payments,payment_issue
want help to see my bilo from person name,check_invoice
where do i download the invoices from person name?,get_invoice
i want to restore my profile pin code i need help,recover_password
i have to see in what situations can i request refunds,check_refund_policy
i have to see how long it takes for my purchase to arrive,delivery_period
i have got to use the damn pro profile could you help me?,switch_account
is it possible to list ur accepted payment modalities,check_payment_methods
i dont know how to set a secondary shipping address up,set_up_shipping_address
where do i make a purchase?,place_order
how can i get information about my pro account deletion,delete_account
i dont know how to inform of a payment error,payment_issue
i do not know what i have to do to change to the pro account,switch_account
what do i have to do to download the invoice 12588?,get_invoice
i have to notify of problems with payments,payment_issue
editing purchase order number,change_order
need help canceling purchase order number,cancel_order
wanna buy several articles,place_order
can ya help me to see the eta of the purchase order number,track_order
hnelp to check the accepted payment methods,check_payment_methods
i dont know what to do to file a consumer claim,complaint
i want to notify of an error with payments,payment_issue
i want help to leave an opinion,review
check the cancellation penalties,check_cancellation_fee
where do i reset the password fo my user profile?,recover_password
i need help to submit a different shipping address,set_up_shipping_address
i need to see your refund policy can you helpme?,check_refund_policy
im calling to make a claim against ur company,complaint
can ya help me update my delivery address,change_shipping_address
i want assistance to see the cancellation penalties,check_cancellation_fee
i have to check the status of my compensation i need help,track_refund
need to check what shipment options i can choose help me,delivery_options
where do i file a customer complaint againwt your company?,complaint
problems with creating my pro account,create_account
where do i see the early termination fees,check_cancellation_fee
want help to report errors with online paymen,payment_issue
would it be possible to ask for compensations of my money?,get_refund
modify info on premium account,edit_account
how to see the status of order order number,track_order
making customer claim,complaint
i dont understand you help me to chat with an agent,contact_human_agent
editing data on pro account,edit_account
i dont knos how to check when my package is going to arrive,delivery_period
want help filiong a consumer claim,complaint
help me find bill 12588,check_invoice
cancelling premium account,delete_account
i have to set up the delivery address,set_up_shipping_address
i want to acquire several of your product,place_order
i need assistance to leave a comment about a servcie,review
want help recovering the key of my account,recover_password
i try to change the delivery address,change_shipping_address
tell me more about unsubscribing frmo ur company newsletter,newsletter_subscription
i want to update my delivery address help me,change_shipping_address
od ya deliver to delivery country,delivery_options
i dont know how i can shop several of your product,place_order
i want assistance to see what payment methods are available,check_payment_methods
i am calling to send feedback about your services,review
i want assistance canceling order order number,cancel_order
i do not know what to do to download my invoice 37777,get_invoice
help to see the eta of the ortder order number,track_order
where can i see what shipment options you offer?,delivery_options
i need help to demand restitutions of my money,get_refund
changing data on account type account,edit_account
i have an error trying to edit the delivery address,change_shipping_address
want assistance trying to update my shipping address,change_shipping_address
opening account type account for wife,create_account
i want assistance cancelling an account category account,delete_account
where can i check order order number status?,track_order
i need assistance tracking purchase order number,track_order
i want help retrieving the password of my account,recover_password
want assistance to see how soon can i expect my product,delivery_period
where to obtain rebates,get_refund
i have got to talk to someone can you help me?,contact_human_agent
can ya help me using the standard profile,switch_account
i do not know how to track order order number,track_order
i do not know how to see the early termination charge,check_cancellation_fee
i need assistance removing my pro account,delete_account
i dont know how to open a freemium account,create_account
is there a section to leave some feedack for ur services,review
create account,create_account
i want help downloading my invoice from person name,get_invoice
i have got to obtain a reimbursement of my money,get_refund
need help filing an complaint against your company,complaint
i want help to see in what cases can irequest refunds,check_refund_policy
i have to check when will my package arrive i need help,delivery_period
where to see the status of my reimbursement?,track_refund
i need help sending my feedback for your services,review
i have to see the withdrawal fees,check_cancellation_fee
is it possible to order from delivery city,delivery_options
how do i acquire some of your item?,place_order
i have to check the payment methods,check_payment_methods
i have got to check what shipment methods i have help me,delivery_options
i want assistance ordering something,place_order
i need help checking how soon can i expect my parcel,delivery_period
i want help acquiring an article,place_order
can you help me check what delivery methods are available?,delivery_options
can ya help me to set the nw shipping address up,set_up_shipping_address
removing standard acconut,delete_account
i dont know what i need to do to delete the standard account,delete_account
i havegot to leave a review for your company,review
the experience with ur brand ws bad how to make a complaint,complaint
i dont know how to modify the data included on my profile,edit_account
i waant help resetting my user profile pwd,recover_password
help me check what delivery methods i can choose,delivery_options
can you help me report an error with payments?,payment_issue
how to correct order order number?,change_order
information about correcting the damn shipping address,change_shipping_address
i am trying to see the cancellation fee,check_cancellation_fee
create account category accountfor wife,create_account
i want assistnace to use the account category account,switch_account
what do i have to do to report errors with a registration?,registration_problems
i want help to check what hours i can reach customer support,contact_customer_service
wanna use the premium account,switch_account
where can i check the cancellation penalty,check_cancellation_fee
i am trying to unsubscribe to your company newsletter,newsletter_subscription
how can i get my bill from person name,get_invoice
what do i need to do to change to the account category account,switch_account
have problems with opening my freemium account,create_account
i have submitted a wrong shippingh address update it,change_shipping_address
i call to check how long it takes for ym article to arrive,delivery_period
y i cannot submit the new delivery address valid,set_up_shipping_address
i have got to shop a damn item how to do it?,place_order
help me see how soon can i expect the article,delivery_period
how to create a platinum account for my fiance?,create_account
i need assistance to see when my article is going to arrive,delivery_period
how to look for my bill fdrom person name,check_invoice
i want assistance checking how soon can i expect the product,delivery_period
i have got to report payment problems,payment_issue
update details on account type account,edit_account
assistance checking your accepted payment modalities,check_payment_methods
id like to download invoice 85632 how could i do it,get_invoice
i have a problem setting up the new delivery address,set_up_shipping_address
i have to check how soon can i expect the order,delivery_period
i dont want to talk to a bot direct to me a human agent,contact_human_agent
assistance changing to the platinum account,switch_account
i dont know what to do to notify of signup issues,registration_problems
i do not know what to do to notify of a signup error,registration_problems
i need assistance seeing how long refunds take,check_refund_policy
can you help me create a freemium account?,create_account
i cant add an item to order order number,change_order
editing data on account category acocunt,edit_account
i try to talk to a live agent,contact_human_agent
i dont know how to change to the standard account,switch_account
how do i report an error with signup?,registration_problems
i want assistance notifying of a signup error,registration_problems
i dont know what i have to do to report issues with payments,payment_issue
i do not know what i need to do to close my account type account,delete_account
reporting issue with payments,payment_issue
help to see the early exit penalty,check_cancellation_fee
can you tell me about the subscription to your newsletter?,newsletter_subscription
i have got to request my damn money back,get_refund
where can i leave an opinion for ur services,review
can you help me make a clain against your business?,complaint
i want to earn some goddamn items i need assistance,place_order
i need help to see the current status of order order number,track_order
i want help making a claim against u company,complaint
i cannot track my restitution,track_refund
get refund,get_refund
what do i have to do to report signup errors?,registration_problems
modify data on standard account,edit_account
want help seeing how soon can i expetc my article,delivery_period
check under which circumstances can i ask for refunds,check_refund_policy
i dont know what i have to do to shop some itmes,place_order
i need to change an item of purchase order number help me,change_order
download invoice from person name,get_invoice
i want assistance informing of an error with payments,payment_issue
what do i have to do to change to the account type account?,switch_account
i do not know how i can edit the delivery address,change_shipping_address
complaint,complaint
want help taking a quick look at the bill 85632,check_invoice
i want to call damn customer assistance,contact_customer_service
i am calling to make an customer claim against your company,complaint
help me seeing what delivery methods i can choose,delivery_options
help me solving troubles with payment,payment_issue
need to file a complaint against ur company,complaint
how to get my invoice from person name,get_invoice
i am calling to make a complaint against your company,complaint
changing information on gold account,edit_account
i want to see what damn payment methods are allowed help me,check_payment_methods
i try to seethe status of purchase order number,track_order
i need to purchase some bloody products,place_order
i cannot report issues with signup,registration_problems
how can i get information about opening a standard account?,create_account
i need assistance checking what payment options are allowed,check_payment_methods
i have troubles trying to update the address,change_shipping_address
i dont understand you i want help contacting a human agent,contact_human_agent
i want information about my account category account termination,delete_account
i need help to reset the pass of my account,recover_password
i have to see what payment options are allowed,check_payment_methods
need to checkin which situations can i ask to be refunded,check_refund_policy
open a gold account for my dad,create_account
i dont know how to track purchase order number,track_order
i need to report a fucking registration error help me,registration_problems
can you help me notifying of an issue with payment?,payment_issue
i want help to leave feedback for your services,review
i have got to edit my goddamn account could you help me?,edit_account
i cant correct purchase order number,change_order
assistance to retrieve the key of my account,recover_password
how to use the account type profile,switch_account
how can i talk to somebody?,contact_human_agent
can i check at what time i can call customer service?,contact_customer_service
i dont knowe how to inform of problems with payments,payment_issue
i need assistance restoring the pass of my profile,recover_password
i dont know what i need to do to switch to the account type account,switch_account
there is an issue setting up the shipping address,set_up_shipping_address
show me at what time i can call customer service,contact_customer_service
correcting details on standard account,edit_account
i am trying to order several of your item,place_order
i do not want my last bloody item cancel order order number,cancel_order
i want help informing of a signup problem,registration_problems
want help to get the invokces from person name,get_invoice
i cant sign up i need help to notify of signup issues,registration_problems
want assistance to report a trouble with online payments,payment_issue
i paid currency symbolrefund amount for an item how could i get a bloody refund?,get_refund
i dont know what to do to get a reimbursement,get_refund
i cannot understand you i have got to speak with someone,contact_human_agent
can i use the standard account?,switch_account
i am waiting for a refund of currency symbolrefund amount,track_refund
how long till i get my damn reimbursement,get_refund
have problems with cancelling purchase order number,cancel_order
showing me estimated time of arrival of purchase order number,track_order
i want help notifying of a signup problem,registration_problems
help me to list the allowed payment modalities,check_payment_methods
want assistance checking what shipment methods i have,delivery_options
need assistance to see when my item is going to arrive,delivery_period
updaing info on gold account,edit_account
i need help seeing what hours i can call customer service,contact_customer_service
need help to create a account category account,create_account
help me checking in which situations can i ask for refunds,check_refund_policy
i want help to recover my damn user profile key,recover_password
i have problems setting up a secondary delivery address,set_up_shipping_address
i need help using the freemium account,switch_account
what do i need to do to buy a product,place_order
i need help locating my invoices from person name,check_invoice
can i notify of an error with registrations,registration_problems
switching to another user,switch_account
i have got to change to the account type account how to do it?,switch_account
need assistance to inofrm of issues with a signup,registration_problems
where do i file an customer claim against your organization?,complaint
assistance informing of a signup problem,registration_problems
would it be possible to delete a account category account?,delete_account
want assistance to enter anotherr shipping address,set_up_shipping_address
i have got to see when will my parcel arrive can ya help me,delivery_period
edit standard account,edit_account
id like to order some of ur article how coupd i do it,place_order
chat with assistant,contact_human_agent
i need to enter a secondary shipping address how to do it?,set_up_shipping_address
how do i sign up to thhe corporate newsletter,newsletter_subscription
i need assistance to recover the pin code of my profile,recover_password
how can i use the freemium account?,switch_account
i want to obtain a reimbursement of money,get_refund
im waiting for a reimbursement of 160dollars,track_refund
wanna see the allowed payment methods,check_payment_methods
i have errors setting up my new delivery address,set_up_shipping_address
help to get my invoices from person name,get_invoice
wanna switch some articles of order order number help me,change_order
i dont know what i need to do to cancel the account type avcount,delete_account
i havent signed up yet how do i open a account type account wirh you,create_account
i have to check what payment methods are accepted help me,check_payment_methods
can i talk with someone?,contact_human_agent
i have got to correct the personal details,edit_account
i need to earn several articles,place_order
open a freemium acocunt,create_account
cancel gold account,delete_account
need to change several products of purchase113542617735902,change_order
i want assistance reporting issues with a signup,registration_problems
how can i switch something of purchase order number,change_order
can uhelp me see my reimbursement current status,track_refund
help me seeing your money back guarantee,check_refund_policy
want help to retrieve the key of my prtofile,recover_password
i expect an reimbursement of currency symbolrefund amount,track_refund
i need help checking what delivery methods i can choose,delivery_options
where can i ask for restitutions of my money?,get_refund
i want assistance seeing the withdrawal fee,check_cancellation_fee
i need help to look for the bill 12588,check_invoice
modifu details on standard account,edit_account
were do i obtain my money back,get_refund
help to unsubscribe to your newslettert,newsletter_subscription
i need help checking the biol 37777,check_invoice
there are errors setting a different delivery address up,set_up_shipping_address
where do i list your accepted payment options?,check_payment_methods
i dont know how to see what methods for delivery i have,delivery_options
how much would ucharge me for breaking the contract,check_cancellation_fee
can uhelp me download the invoice from person name,get_invoice
i dont know how to see the restitution status,track_refund
can you help me to speak with a bloody operator?,contact_human_agent
i want support trying to modify the address,change_shipping_address
how do i see if there are any news on the restitution,track_refund
can you help me to unsubscribe to your corporate newsletter?,newsletter_subscription
i cant remember my account password where to reset it?,recover_password
where do i see if there are any news on the rebate?,track_refund
assistance seeing how long reimbursements usually take,check_refund_policy
where to inform of a problem with fucking signup,registration_problems
i would like information about the lost pin,recover_password
assistance talking with a person,contact_human_agent
i need assistance to sign up to ur company newsletter,newsletter_subscription
get refund of money,get_refund
i habe got to file a complaint,complaint
i do not know what i have to do to update the address,change_shipping_address
edit purchase order number,change_order
is it possible tocheck invoice 37777,check_invoice
i want assistance to submit a different shipping address,set_up_shipping_address
i want to leave a review for a product,review
i need assistance making a consumer claim against ur compan,complaint
assistance correcting my delivery address,change_shipping_address
i need assistance talking to a live agent,contact_human_agent
i have problems changing my shipping addresw,change_shipping_address
i do not know what i have to do to get my invoice 37777,get_invoice
id like to use the account type account could uhelp me,switch_account
i submitted a wrong address by mistake could i update it?,change_shipping_address
is it possible to speak to someone?,contact_human_agent
assistance to see the termination charge,check_cancellation_fee
help me to unsubscribe to your newsletter,newsletter_subscription
i need to see in which situations can i ask for a refund,check_refund_policy
checking the available methods for shipment,delivery_options
is there a method to send some feedback about your products?,review
i try to file a complaint against your company,complaint
the experience with you was awful file a customer complaint,complaint
i want help to check what damn delivery methods i can choose,delivery_options
help to switch several products of order order number,change_order
i want to see my rebate status,track_refund
i need assistance reporting an issue with bloody signup,registration_problems
i cannot cancel my company newsletter subscription,newsletter_subscription
what do i have to do to talk to a person,contact_human_agent
i cannot submit my shipping address,set_up_shipping_address
how can i locate invoice 12588,check_invoice
receive company newsletter,newsletter_subscription
help me seeing what methods for delivery i can choose,delivery_options
want help seeing what hours ik can call customer service,contact_customer_service
want hel seeing how long the shipping takes,delivery_period
need to locate the bill from person name help me,check_invoice
i call to check how long it takes for my parcel to arrive,delivery_period
i need help to make a customer claim against u organization,complaint
assistance to see what payment methods are accepted,check_payment_methods
uhave an method to leave feedback,review
i need help speaking to customer service,contact_customer_service
help me retrieve my account password,recover_password
i do not know how i can acquire several of yoru article,place_order
i do not know what i have to do to download the bill 12588,get_invoice
i have got to subscribe to the company newsletter help me,newsletter_subscription
need to notify of an error with signup,registration_problems
i have got to get bill 37777 how to do it,get_invoice
give me information about changing my address,change_shipping_address
help seeing the shipment methods,delivery_options
can you help me to check what payment options you accept?,check_payment_methods
see ur payment methods,check_payment_methods
i have got to cancel my newsletter subscription,newsletter_subscription
check ur paymnt modalities,check_payment_methods
i do not know how i can chat with an agent,contact_human_agent
i have got to set the new deliver address up how do i do it,set_up_shipping_address
i cannot register inform of a signup issue,registration_problems
im trying ot earn several articles,place_order
i do not know what i need to do to speak to customer service,contact_customer_service
i cant create a user where to notify of signup errors?,registration_problems
is it possible to see the early termination penalty,check_cancellation_fee
assistance seeing ur available payment options,check_payment_methods
where can i check the termination fees?,check_cancellation_fee
help me seeing when my product is gonna arrive,delivery_period
could you help me obtain rebates of money?,get_refund
opening gold account,create_account
i expect a restitution of currency symbolrefund amount was it processed already,track_refund
i dont wat order order number cancel it,cancel_order
can you help me chat with a human agent?,contact_human_agent
need help to see in which cases can i request my money bac,check_refund_policy
i have got to submit my deliery address,set_up_shipping_address
help me get the bill from person name,get_invoice
review for a service,review
someone stole the pin of my user want help restoring it,recover_password
how can i earn an article,place_order
i do not know what i have to do to speak with a damn agent,contact_human_agent
i need help restoring myt user profile pin code,recover_password
help me get in touch with customer support,contact_customer_service
i need assistance to leave feedback about your company,review
i am trying to check your money back guarantee,check_refund_policy
help me unsubscribe from your newsletter,newsletter_subscription
help me to ask for a restitution of my money,get_refund
help me usew the freemium account,switch_account
i need to make a claim against your company,complaint
i try to report errors with payment,payment_issue
i do not know how i can check when will my package arrive,delivery_period
i am trying to unsubscribe from the company newsletter,newsletter_subscription
i paid currency symbolrefund amount for this article where can i get a rebate?,get_refund
is there a way to leave an opinion about a service?,review
editing info on account category account,edit_account
help me to cancel the subscription to the company newsletter,newsletter_subscription
there are errors trying to correct my address,change_shipping_address
i want assistance submitting my new shipping address,set_up_shipping_address
is it possible to cancel a platinum account,delete_account
i dont know what i need to do to speak to a live agent,contact_human_agent
help to set up a delivery address,set_up_shipping_address
can ya help me cancel my platinum account,delete_account
check if there is anything wrong with my damn restitution,track_refund
need help seeing the early exig fee,check_cancellation_fee
